1812000	11605
2251750	3564
2492500	5803,17647
5012750	19113,3627,14261
5143250	7207
6848750	3077
7286500	16808,17458,11679,4307,10404,21372
7545250	18730,19021
8271000	516
8997500	9656
9782000	24139
10069500	21400
10401500	24541
10774750	15952,18996,8327,6498,23656,8296
11167500	16808,17458,11679,4307,21865,10404
11874000	11679,4510
1324500	27927
3981750	5796,27407
452750	14796
47000	162
5068750	16808,17458,11679,4307,21865,10404
6003750	11176,471,4750,2227,12285,16540
6754250	24788
6867750	13020
7016500	27407,18879
7190750	27791
7320250	23793
7886000	25246,4919,5302
8033500	11397
10261750	14261,24026,7975,15831,17959,17327
10588000	17835,21899,14020,25372,28124
10790500	16621
11730000	22884,1756,24471,7963,455,25651
11972750	647
1724000	19416
2168250	15200,11679
2870250	11018
3795000	9802
4853750	26058
4902250	10702,19570
5052000	26789
6400000	647
711500	26722
9437500	4949
10492250	251,6148,281,26559,11080,28752
10609250	10948,2945
1074500	10617
10845500	26852
11496750	20565,27191,3555
154500	10829,25424,25820,2260
1953250	15721,26722,28098,11328,15639,2257
2182750	16974
2378500	14119,11679
2920750	3935,4683,22757,21672,21110,15478
3075000	8684
3363000	25329
4004500	4949
4054000	16808,17458,39,15315,6820,9090
4133750	4731
5187750	29099
573000	19615
7103000	2655,28653,15019,11679,21071,28631
7269250	2729
7476250	2891
848500	28410,19337,14261
9212500	18002
9794000	24560
9906500	8000,26722,26829,2227,8689
11032250	22530
1140750	27719
11564250	6352,1831,13020,20858,12110
2200750	14533,16768
2688750	22317
2737250	5661
4186500	1420,15138
5239500	8689,18176,25309,11624
5491500	2655,239,27407,18508,14261,14533
5994250	22958
6766250	2669,12285,22218
6957500	24048,905,14014
7657250	1756,2655,27715,7997,2043,25372
835000	13734
8702500	26608,2257,8257,4918,284
8949750	15934
9394500	6828,14533,16540
10112000	6839
10322250	2227,24409,1903,284
11984750	2899,28128,14261,2060,14580,11465
1815750	29213,28323,22359
2788750	26608,11176,14261,6918,11679,2227
3149000	14407,24977,25970,18964,4919,22538
3723750	14573
4047000	8943
5968250	1756,20388
6205000	17214
6654750	12220
7306250	24180,19113,14048,14533,22359,29275
7513250	1756,2655,27544,7997,27715,24013
8145500	18124
8195000	16624,1831,26754,14261,21847,21672
9782500	22393,14261,25027
980000	8724
11552750	25770,21110
11683250	29384
11716000	16808,17458,11679,4307,21865,10404
11923000	8689
12371000	14226,2227
1699500	2535,16540,15086
1758250	10038,23676,4060,9563,29547
3168000	3082
341000	24869,15019,9290,17958,20827
5199750	489
5293250	18292
7034000	6080,27856,1916,5592
7163250	11465,1597,3102,16540,23071,14894
7435500	4913,14261
745750	504,11679,16540
8248750	8628
9436000	22435
10185750	18267
1104500	3228,12220
1934750	25770,21110
200250	26380
266500	9487
3266750	22836,14924,29099,16126
3310750	29314,5640,14020
3588500	3406
4376250	14119
4533750	4708,20579,25346,27600
7003500	15309,14261,1260,15672,8943,11196
764750	10298
8070000	29099,8511
82250	26605
8230750	19160
8523250	21672,12329
8633500	5833
8730250	6051
8799750	14533,11679,18024
8848250	6118,8187
9039750	9230,6199,14533,2257,14580,9563
9199500	6895
9982500	15321
1047000	25511,25770,3926,5097,21110,6820
10654750	14229
2768250	23421
3573750	6621
382250	15761
4392000	11176
4423500	24193
4557250	1689
4680000	12220
5155750	19113,14533,15663,16540
5238000	13450,14580,13551
5440500	8138
5655250	16406,15897,12055,24013,2535,16540
6299000	5349
7269750	20270,4127,19475,20902,1438
7892000	24471,22220,7059,17647
832250	6352,1831,20858,13020,12110
8529750	27893
8940500	18275
9972250	15473
10592750	24341,27149,23798
10966250	14883
2331750	7179,6529
3549000	27407,27520,24869,5184
3592750	7822
3675000	1253
3751500	20300
4447000	14482,13815,4515
4814750	19394
5336750	24541
5467250	21110,11653
6603750	25770,21110,6820
6768000	16808,27467,17458,4307,10404,10194
8435250	15019,18730,5213,16540
9121750	21838,15946
9202750	10343
9946250	11688
11535500	16808,17458,4307,10404,21372,10194
11632250	25770,21110
1247000	7868,25635
2148250	6868,12160,3273,22894,12606,14294
2350750	134
2882750	11330
2968250	12737
3405000	23621
5226500	12220
5320000	18730
5438000	9870
7060500	12287,22136
776750	2891
10212500	12927
1025250	15159
11022500	21092
139000	16808,17458,11679,4307,10404,21372
2033500	11679,26050,16540
2808500	11857
4118250	21567,16399
472000	8508
4804500	16808,27467,17458,4307,10404,10194
4809000	1196
4886500	21092
5248750	14261,15019,16376,9574,9290,25984
5745000	26722
747500	16808,27467,17458,4307,10404,10194
7854500	9665
8216750	9369
10443000	12717,12674
10653250	28098,2655,23549,643,20180,23895
11078500	19284
11625250	3178
11947000	3390,11776
3312500	15309,1260,15672,8943,11196
3734250	4418
3892750	2898
4454500	2655,28653,15019,11679,21071,28631
5264500	8783,27407,16112,3781,17691,26083
6458250	7692
6900500	12949
7600250	11052,11176
7715000	3935,26971
7797000	11768
892500	15019,10948,14580,23516,28985,24554
10818500	6303,9912
10915250	23304
11141500	17458,24746,14261,2469,8307,17024
1173500	5848
12204750	15019,4078
1338750	28453
2076000	62
2448250	10532
2891500	3627,14161,819
2940000	22782
4059500	19277,8166,10272,1242
4153000	1392
415500	11007,23164
4895250	27539
5899750	18730
5911250	16808,7868,13464,24898,599,15761
6014750	12674
7494250	24167
7976750	5254
8049000	5706
8628250	3032,22547
10756500	18353
10885750	16808,17458,21865,39,15315,6820
1118250	22220
12016750	7322,27371,15558,11790,14030,18730
12142750	4302,13888
1244250	3457
1767500	20180
2386250	1008
2752000	19111,14261,26728,27906
439000	2156,25415
5061750	16808,17458,27467,4307,10404,10194
5962750	5151,24196,2683
7143250	10702,2227,28752
9079500	27508
9123500	20846,3433,18456,6447,25372,5567
969750	14509
10539250	27625
11137750	22027,3457,2227,10329
1459000	3590
1911500	7059,8868,23656,1073
4097500	5190,20655,14120
4259500	2655,28653,15019,11679,21071,28631
4547500	26608,2257,8257,4918,284
5037000	13450,26722,7868,20625,21672,10329
5279750	25206,9829
5726500	27777
7405250	11330
746000	7105,10193
7568250	11176
8163500	15019,3252,14593,9109
8215250	24628,25372
9179500	10584,12220,14261,18290,12610
9352750	2438
9807250	27945
9839750	6319,2683,8689,2375
10799000	16808,17458,15315,39,6820,19328
10972250	16808,13464,24898,15761,3697,12491
11158000	239,21930,21672,9563
11494250	15309,1260,15672,8943,11196
11734000	27060,15874
11737250	6988
11782250	16808,17458,15315,39,6820,19328
2006000	15534
2088000	11679,21883
3396250	25770,21110
3846250	13450,16722
4115500	6731
4370750	16829,27272,1666
65500	12055,15639,26288,21672,6050,25092
8072250	7645
1492500	17640,11679,18024,10329,15159,16540
1528500	7059
1792000	6331
2316250	251,10948,10329
2557000	360
3317500	16818,14533
417250	3627
4378500	5661
4503500	11936
4876750	12033
6126750	25117,1122
6872750	14482,26111
7184500	19113,24180,14048,14533,22359,29275
8156500	3361
8172250	25770,21110,6820
8528750	15309,1260,15672,8943,11196
9586500	11687,11790,14806,23604,11080,20595
11114000	8672
11772000	16808,17458,11679,21865,10404,10194
12015250	11687,26754,12016,647,11790,20648
140500	14643
1641000	16808,17458,11679,4307,21865,10404
2364500	24061
2733500	22094
3014750	18558,12220
3096750	20388
3511000	15315
4782250	5724
5170500	18805,6199,27092,11679,13430,284
6233750	3719
6848000	26475
8017000	22734
8353250	13592
9076750	627,25372,14930,16754
9979000	15153
10119250	133,10282
11131750	14482,4039
11631250	12606
11794250	164,11679,3068,25424
3148500	28561,15004,8565,11465,20655,1962
3245250	25618
3326250	614
3404000	26464
4625750	24471,14482,13888,2535,16540,15086
5110750	3889
6301250	9426
6380000	29389
691500	5429
7918750	24541
8160750	16406
8327250	14917
8822250	25770,21110,6820
9015000	7090
9513250	23628,10404,2945
9671750	1831
11558000	8359
1838750	28660
2198750	12220,2626,16550
2616250	16808,17458,11679,4307,21865,10404
267250	15549
2807500	12512,21186
2823250	25329
299750	20078
3009000	28591,27407,28347
393250	29099
5082500	12285
5828250	21865
64000	25856,22218,9912
6807250	19574,4571,14261
7211250	26742
7568750	5706
791500	22989,24831
8346250	27567
8792750	17920
8909750	6769
11121500	1707
11129250	5848,11065,24601
11527500	26665
1365000	679
1441500	12220
1449250	16808,17458,15019,11679,4307,21865
1688750	8122
2103250	7567,16421,22359,25372,6290,16540
3684750	25559,21110
3799500	1721
4087750	25531,19973,21672,27791
448250	10043
4631250	23370,8257
4712250	18388,14276
5522250	13450,20411
5957500	1547
650750	12394
6904000	18647
731750	29008,29163,24088,9018
9215000	554
11352000	821
12331000	6299
1622500	20184
1627000	25565
1710500	5506,25526,8313,18024,1481
2232500	28791,6199,29407,14533,14261,11679
252500	26608,6199,27483
3010000	16808,17458,39,15315,6820,15761
3335000	16808,13464,24898,15761,3697,39
3781500	20389
4317250	22692
4475750	26608,19113,13888,4949,2227,12068
5078750	25669
5287000	3799
5910250	937
6015000	7282
621500	16009,19973,10102,28924
6264750	1917
6266000	8689
6683250	14764
6921750	29386
7445000	14511,18075
8910750	9994,24503,25295,10115
9651250	25770,21110,6820
9685000	934
9716500	6771,25086,11465,5856,5680
9842500	7868,6148,2367,4125,18024,4938
9973000	6828,25260
10642000	20896,28149,2655,3032,7567,2043
10933250	16808,27467,17458,4307,10404,10194
1114000	25960
11646500	12949
11939000	6771,21672,12068,2176,8278,20827
1194750	24869,14261
1531250	1831,21946
1782250	22889,155
190500	18880
2704750	20182,20902
29750	16808,17458,11679,4307,21865,10404
3304500	26694,25169,18002
5256500	25781
567250	14806,23604,11080
5751500	18805,6199,27092,11679,13430,284
599750	3047,27370
6571750	17640,11679,10329,15159,16540,15086
7383000	7868,599,476
805750	7613,28465
887750	26754,19557
9044750	16808,17458,11679,4307,10404,21865
965500	8257,1038
10533750	14261,24026,7975,15831,17327
1165500	16808,17458,39,15315,6820,15761
1181250	7620
12275500	18196,5297
2480750	23284
3295250	16808,27467,17458,4307,10404,10194
3742000	24323
8243500	26871
8324500	5094
9351750	28174,11573
9592500	6473,23071
984500	9838
10185000	17582
10264750	16808,13464,24898,15761,3697,39
10840750	1237
11440500	11781,14261,24026,15831,7975,17959
1189000	2655,28653,15019,11679,21071,28631
11896000	27520,2227,22274
1806750	6621
19500	10726
2050000	24377,8190,18996
232000	17823,16311,18632
2988000	24628,25372
3216500	25676,2963,14261
3719250	26744,4960
5139250	29473,7408
6354500	16808,17458,15315,39,6820,19328
6852750	1831
764000	11531
8314250	25212,21841
8508750	16808,27467,17458,4307,10404,10194
9278500	24307
9488750	16808,17458,11679,4307,21865,10404
10816000	27334
11949750	2963,13554,6571,10353
12234750	22329
12239250	17835,4351,7868,21838,13865,14294
3288250	24869
3410000	16463
3977750	2471
4921000	672,14493,2043,15534,4731,27179
5024500	13997
5608250	28015
5812000	17641,2683
6172000	25651
6713250	2367,17959
7361250	25770,21110,6820
7893250	2945
7921500	9486
9394250	29203,19014,21336
10592000	14261,7975,949
11307500	19421
12384250	20425
2253250	6080
4189500	12670
4399750	19113,5429
5465250	1329
5915250	1420,7856,15138
6234000	5962,28752,23103
6683750	16624,19113,29203,5796,14261,10169
7830250	27199
8096750	1003,15334,26485,16663
8430000	7868,7354,8637
10000250	6171
10566000	23284,4053
10598500	16564
10773000	9230,6199,14533,2257,14580,9563
11711250	17760
12229000	6815
1617250	62
2756000	13773,10115
4257000	1755
4304250	19007,22393,15019,14261,3755,26860
4336750	20620
4658500	16550
6334000	10503
6497000	11026
6780500	15019,14261,9574,9290,25984,19514
8111500	23662
9463750	11201
10297000	11259
10713250	8660
11313000	3228,18168,799,6482
12004000	7680
12377250	1831,24730,11679,27191,19405,6740
1724250	8149
2322750	25920,20480,12022
3661500	7312
4035250	24747
4193750	23779
4852000	647,9489,10373
5539250	27515
5697750	16808,13464,23273,24898,15761,3697
5987000	27060,9390,2524,9120
6272000	26451
6998500	4949,2227
7116750	14796
7323750	15309,1260,15672,8943,11196
7483500	700,18196
8617500	20444,5009
10234000	19402,25311,24013
1074750	24158,2257
10976250	7354
11283500	12220
1319000	7070,10948,4816
154750	14261,15309,1260,15672,8943,11196
1727500	3228
3282250	7868,20827
4501000	16808,17458,11679,4307,21865,10404
528250	22950,1916
5846250	23115
69500	3273,387,18196,8257,9290,6477
7218000	11679,6596
7588000	13888,7105,26605
8555500	7262
861250	25770,3926,21110
10578000	20896,26523,13240
10979500	16808,17458,11679,4307,21865,10404
11220500	13773
11590500	2432,15820
1499750	21054
1629250	1756,643,20747,22030
2187500	19824
3288750	19113,16808,13464,5429,24898,15761
3625250	6801
3861500	18776
3913250	13240,20079
4025000	22583
4073250	26434
5121750	19113,24358,16808,5429,17458,24746
6099250	7244,6148
620500	13592
8123500	3390,1591,22852,11992,14931
10628500	5652,3273,9290,11263
11535250	7105,16463
11616250	27919
12061000	14511,18075
12417500	16913
1530250	14120
2910750	16808,17458,15315,39,6820,19328
309750	16808,27467,17458,4307,10404,10194
3272000	16808,13464,24898,15761,3697,39
3644250	15678,7611,8257
4620000	18275
5011500	1756,22489,28098,27407,2963,2043
5226250	3390,20630,1563
5999000	24590
6250250	26426
6412250	16348
6700250	2704
6897000	7868
725000	6352,1831,20858
854250	11604
1086750	15721,22400,18977,24012
11169500	26608,27407,18196,796
11957000	2349,26138
3249250	7963,11679,25029,5185
4063000	27789
4967250	7127
5693000	17835,2655,27625,12220,13592,21899
6751750	28508,7408
7322250	10240
8745250	15200
9512750	25651,10329,20827,284,19903
9802000	13888,28653,14261,15019,2535,16988
11601500	16126
3215500	16550
3344750	530,14533,6740
3954500	16464
4195500	20456
425500	8313
4852500	10151,13909,14415,21067,19340
5261000	11410
6150750	2655,15831
6155250	18180,6199,700,9290
6515500	1831,23340
7375000	18075
8216500	19113,14261,14939,23623,16540
8845250	18075,18286,15678,29099,6823
9694750	15414,10680,11849,8095,11645
11300000	26114,7552
11579750	15217
11701500	13888,26679,6199,11679,24013,14020
11751000	16564
1579250	7552,4078,25424,16540,21078
1793250	2655,27625,12220,13592,21899,14020
203750	4728
2797750	6319
282500	27052
3895750	8689
4907500	26115
5440750	15612
6458000	16808,17458,11679,4307,21865,10404
7810250	11225
8280500	24628,25372
8573000	23233
861750	1547
8701250	16500,1884,13551
9055750	9802
1063000	15019,16376,28481,16540
11225500	7059,15534
1561250	22323,25098
2975500	25733
3350250	25420,19458
418500	16808,17458,15315,39,6820,19328
4606000	15661
5865750	1756,2655,27544,27715,24013,25372
6140500	28410
6634500	22720
7785250	26963,14588
7898750	13450
8060000	28098,16722
8385000	7680
11503250	3254,10694
11613500	15904
11747250	14261,15019,26050,16918,18730,155
12386500	13087
3031750	11781,14261,7975
3114000	7868,2908
405000	29490
4256000	2927,13888,6199,6548,5185,15661
4880250	5845
5354000	4607
563500	21840,289,20661,12016,28468,24865
5642000	22371,13888,11404,3723,5620,17261
6412750	27111
6572500	7868,599,476
10052000	6817
11397250	10617
11761750	3866
1838000	24358,17458,24746,14261,2469,1681
3903500	13888,28653,14261,15019,16988,28752
5292000	25531,19973,26754,14261,21847,21672
5407750	2257
5742000	24139
5952250	19279,6827
6258500	18643,6740
6433000	24385
7149500	11612
7450000	14261,2729,14931
8051750	26608,8389
8100250	14952
9069000	7560
9438000	10329
10312750	15934,12016,8978,21672,5185,22110
10477000	5912
10521000	17835,4351,7868,21838,13865,14294
10715500	16808,17458,11679,4307,21865,10404
1525000	25770
1855750	743
236000	911
239250	26608,530,5643,15086
4037500	27407
5059000	23662
6358500	16808,27467,17458,4307,10404,10194
6694750	15805,1461
847750	2655,25755,8662,21110
